agency_cd,site_no,Date,temp_C,month,year
USGS,14211720,2018-06-22,19.9,Jun,2018
USGS,14211720,2018-06-23,20.3,Jun,2018
USGS,14211720,2018-06-24,20.9,Jun,2018
USGS,14211720,2018-06-25,21.3,Jun,2018
USGS,14211720,2018-06-26,21.4,Jun,2018
USGS,14211720,2018-06-27,21.4,Jun,2018
USGS,14211720,2018-06-28,21.2,Jun,2018
USGS,14211720,2018-06-29,21.4,Jun,2018
USGS,14211720,2018-06-30,21.5,Jun,2018
USGS,14211720,2019-06-01,16,Jun,2019
USGS,14211720,2019-06-02,16.6,Jun,2019
USGS,14211720,2019-06-03,17.5,Jun,2019
USGS,14211720,2019-06-04,18.4,Jun,2019
USGS,14211720,2019-06-05,18.8,Jun,2019
USGS,14211720,2019-06-06,19,Jun,2019
USGS,14211720,2019-06-07,18.7,Jun,2019
USGS,14211720,2019-06-08,18.4,Jun,2019
USGS,14211720,2019-06-09,18,Jun,2019
USGS,14211720,2019-06-10,17.8,Jun,2019
USGS,14211720,2019-06-11,17.9,Jun,2019
USGS,14211720,2019-06-12,18.4,Jun,2019
USGS,14211720,2019-06-13,18.8,Jun,2019
USGS,14211720,2019-06-14,19.5,Jun,2019
USGS,14211720,2019-06-15,20.1,Jun,2019
USGS,14211720,2019-06-16,20.8,Jun,2019
USGS,14211720,2019-06-17,21.2,Jun,2019
USGS,14211720,2019-06-18,21.4,Jun,2019
USGS,14211720,2019-06-19,21.2,Jun,2019
USGS,14211720,2019-06-20,20.8,Jun,2019
USGS,14211720,2019-06-21,20.4,Jun,2019
USGS,14211720,2019-06-22,20.1,Jun,2019
USGS,14211720,2019-06-23,19.9,Jun,2019
USGS,14211720,2019-06-24,19.7,Jun,2019
USGS,14211720,2019-06-25,19.6,Jun,2019
USGS,14211720,2019-06-26,19.6,Jun,2019
USGS,14211720,2019-06-27,19.4,Jun,2019
USGS,14211720,2019-06-28,19.5,Jun,2019
USGS,14211720,2019-06-29,19.6,Jun,2019
USGS,14211720,2019-06-30,19.9,Jun,2019
USGS,14211720,2020-06-01,17.7,Jun,2020
USGS,14211720,2020-06-02,18.2,Jun,2020
USGS,14211720,2020-06-03,18.1,Jun,2020
USGS,14211720,2020-06-04,17.8,Jun,2020
USGS,14211720,2020-06-05,17.5,Jun,2020
USGS,14211720,2020-06-06,17.3,Jun,2020
USGS,14211720,2020-06-07,17.4,Jun,2020
USGS,14211720,2020-06-08,17.5,Jun,2020
USGS,14211720,2020-06-09,17.2,Jun,2020
USGS,14211720,2020-06-10,16.8,Jun,2020
USGS,14211720,2020-06-11,16.4,Jun,2020
USGS,14211720,2020-06-12,15.9,Jun,2020
USGS,14211720,2020-06-13,16,Jun,2020
USGS,14211720,2020-06-14,16.1,Jun,2020
USGS,14211720,2020-06-15,16.3,Jun,2020
USGS,14211720,2020-06-16,16,Jun,2020
USGS,14211720,2020-06-17,15.4,Jun,2020
USGS,14211720,2020-06-18,15.5,Jun,2020
USGS,14211720,2020-06-19,15.8,Jun,2020
USGS,14211720,2020-06-20,16.2,Jun,2020
USGS,14211720,2020-06-21,16.8,Jun,2020
USGS,14211720,2020-06-22,17.3,Jun,2020
USGS,14211720,2020-06-23,18.3,Jun,2020
USGS,14211720,2020-06-24,18.8,Jun,2020
USGS,14211720,2020-06-25,19.1,Jun,2020
USGS,14211720,2020-06-26,19.6,Jun,2020
USGS,14211720,2020-06-27,19.9,Jun,2020
USGS,14211720,2020-06-28,20.4,Jun,2020
USGS,14211720,2020-06-29,20.5,Jun,2020
USGS,14211720,2020-06-30,20.3,Jun,2020
USGS,14211720,2021-06-01,17.9,Jun,2021
USGS,14211720,2021-06-02,18.8,Jun,2021
USGS,14211720,2021-06-03,19.6,Jun,2021
USGS,14211720,2021-06-04,20.2,Jun,2021
USGS,14211720,2021-06-05,20.7,Jun,2021
USGS,14211720,2021-06-06,20.8,Jun,2021
USGS,14211720,2021-06-07,20.9,Jun,2021
USGS,14211720,2021-06-08,20.7,Jun,2021
USGS,14211720,2021-06-09,20.3,Jun,2021
USGS,14211720,2021-06-10,19.8,Jun,2021
USGS,14211720,2021-06-11,19.1,Jun,2021
USGS,14211720,2021-06-12,18.8,Jun,2021
USGS,14211720,2021-06-13,18.3,Jun,2021
USGS,14211720,2021-06-14,17.9,Jun,2021
USGS,14211720,2021-06-15,18,Jun,2021
USGS,14211720,2021-06-16,18,Jun,2021
USGS,14211720,2021-06-17,18.4,Jun,2021
USGS,14211720,2021-06-18,18.8,Jun,2021
USGS,14211720,2021-06-19,19.4,Jun,2021
USGS,14211720,2021-06-20,19.9,Jun,2021
USGS,14211720,2021-06-21,20.5,Jun,2021
USGS,14211720,2021-06-22,21.3,Jun,2021
USGS,14211720,2021-06-23,22,Jun,2021
USGS,14211720,2021-06-24,22.6,Jun,2021
USGS,14211720,2021-06-25,23.3,Jun,2021
USGS,14211720,2021-06-26,24,Jun,2021
USGS,14211720,2021-06-27,24.5,Jun,2021
USGS,14211720,2021-06-28,24.9,Jun,2021
USGS,14211720,2021-06-29,24.9,Jun,2021
USGS,14211720,2021-06-30,24.9,Jun,2021
USGS,14211720,2022-06-01,13.5,Jun,2022
USGS,14211720,2022-06-02,13.9,Jun,2022
USGS,14211720,2022-06-03,14.3,Jun,2022
USGS,14211720,2022-06-04,14.6,Jun,2022
USGS,14211720,2022-06-05,15.1,Jun,2022
USGS,14211720,2022-06-06,15,Jun,2022
USGS,14211720,2022-06-07,14.4,Jun,2022
USGS,14211720,2022-06-08,14.5,Jun,2022
USGS,14211720,2022-06-09,14.5,Jun,2022
USGS,14211720,2022-06-10,14.2,Jun,2022
USGS,14211720,2022-06-11,14,Jun,2022
USGS,14211720,2022-06-12,13.7,Jun,2022
USGS,14211720,2022-06-13,13,Jun,2022
USGS,14211720,2022-06-14,12.2,Jun,2022
USGS,14211720,2022-06-15,12.1,Jun,2022
USGS,14211720,2022-06-16,12.5,Jun,2022
USGS,14211720,2022-06-17,12.9,Jun,2022
USGS,14211720,2022-06-18,13,Jun,2022
USGS,14211720,2022-06-19,13.4,Jun,2022
USGS,14211720,2022-06-20,13.3,Jun,2022
USGS,14211720,2022-06-21,13.8,Jun,2022
USGS,14211720,2022-06-22,14.6,Jun,2022
USGS,14211720,2022-06-23,15.4,Jun,2022
USGS,14211720,2022-06-24,16.3,Jun,2022
USGS,14211720,2022-06-25,17.2,Jun,2022
USGS,14211720,2022-06-26,18,Jun,2022
USGS,14211720,2022-06-27,18.7,Jun,2022
USGS,14211720,2022-06-28,19,Jun,2022
USGS,14211720,2022-06-29,19.3,Jun,2022
USGS,14211720,2022-06-30,19.7,Jun,2022
USGS,14211720,2023-06-01,17.8,Jun,2023
USGS,14211720,2023-06-02,17.7,Jun,2023
USGS,14211720,2023-06-03,17.7,Jun,2023
USGS,14211720,2023-06-04,17.7,Jun,2023
USGS,14211720,2023-06-05,17.7,Jun,2023
USGS,14211720,2023-06-06,18.1,Jun,2023
USGS,14211720,2023-06-07,18.6,Jun,2023
USGS,14211720,2023-06-08,18.9,Jun,2023
USGS,14211720,2023-06-09,18.9,Jun,2023
USGS,14211720,2023-06-10,19,Jun,2023
USGS,14211720,2023-06-11,19.1,Jun,2023
USGS,14211720,2023-06-12,19.6,Jun,2023
USGS,14211720,2023-06-13,19.5,Jun,2023
USGS,14211720,2023-06-14,19.3,Jun,2023
USGS,14211720,2023-06-15,19.5,Jun,2023
USGS,14211720,2023-06-16,19.7,Jun,2023
USGS,14211720,2023-06-17,19.9,Jun,2023
USGS,14211720,2023-06-18,19.9,Jun,2023
USGS,14211720,2023-06-19,19.6,Jun,2023
USGS,14211720,2023-06-20,19,Jun,2023
USGS,14211720,2023-06-21,18.9,Jun,2023
USGS,14211720,2023-06-22,18.9,Jun,2023
USGS,14211720,2023-06-23,19.3,Jun,2023
USGS,14211720,2023-06-24,19.2,Jun,2023
USGS,14211720,2023-06-25,19.4,Jun,2023
USGS,14211720,2023-06-26,19.6,Jun,2023
USGS,14211720,2023-06-28,20.9,Jun,2023
